Current Time,Current Price,Average Ask,Ask Percent,Ask Ratio,Average Bid,Bid Percent,Bid Ratio
2024-05-08 14:08:00,38.4267,38.8323554455186,101.05566037551652,83.11103749680359,37.99457844437759,98.87546535189749,116.88896250319641
2024-05-08 14:08:03,38.414175,38.717482220889465,100.7895710916334,69.07259073693112,38.04343682124896,99.03489225331263,130.92740926306888
2024-05-08 14:08:06,38.418350000000004,38.79786892452437,100.98785847003937,83.22189738735214,37.97925595656375,98.85707209331932,116.77810261264786
2024-05-08 14:08:09,38.422525,38.82820885334784,101.05584901915697,83.45230616945538,37.98598414273472,98.8638413085416,116.54769383054462
2024-05-08 14:08:12,38.393299999999996,38.70016406055509,100.79926461271913,69.26364254981847,38.02888092632909,99.05082638462724,130.73635745018152
2024-05-08 14:08:15,38.393299999999996,38.792175903077855,101.0389206009326,83.77889586355074,37.971181652378554,98.90054163715689,116.22110413644926
2024-05-08 14:08:18,38.380775,38.6705026947448,100.75487713508859,70.5741620728757,38.01554851066391,99.04841293763326,129.4258379271243
2024-05-08 14:08:21,38.364075,38.652858807914384,100.75274539504571,74.09855345074058,38.00124822273256,99.05425381097437,125.90144654925942
2024-05-08 14:08:24,38.330675,38.62884628521426,100.77789208046626,74.88481244766636,37.9823919785249,99.09137258481596,125.11518755233364
2024-05-08 14:08:27,38.33485,38.74798500683713,101.0777008566282,87.92218852057677,37.895732966391265,98.85452262469074,112.07781147942323
2024-05-08 14:08:30,38.313975,38.71544368725341,101.04783877750458,88.73666521782283,37.85707859931036,98.80749413056297,111.26333478217717
2024-05-08 14:08:33,38.31815,38.7440629645191,101.11151755635149,87.86290577200508,37.88372951312481,98.86628011301383,112.13709422799492
2024-05-08 14:08:36,38.330675,38.74525131872708,101.08157844527153,85.44119614400944,37.90385698331312,98.88648447571852,114.55880385599056
2024-05-08 14:08:39,38.330675,38.61998530999558,100.75477488981235,75.01237117408768,37.977941516212425,99.07976187795396,124.98762882591232
2024-05-08 14:08:42,38.330675,38.61771507998095,100.74885213991391,75.55524738782388,37.977358883291934,99.07824186057755,124.44475261217612
2024-05-08 14:08:45,38.35155,38.7681131146926,101.08617021917654,86.46222771512436,37.915732899731935,98.86362585014669,113.53777228487564
2024-05-08 14:08:48,38.35155,38.76669861754927,101.08248197934442,86.44221936008051,37.92036019553639,98.87569132287062,113.55778063991949
2024-05-08 14:08:51,38.35155,38.765784397698475,101.0800981908123,86.47244009636923,37.91860507364487,98.87111491880998,113.52755990363077
2024-05-08 14:08:54,38.33485,38.618814324578466,100.74074719107668,75.38652509903682,37.980549882925835,99.07577539217144,124.61347490096318
2024-05-08 14:08:57,38.330675,38.61653107058446,100.74576320553828,75.74959275838857,37.98094927172375,99.08760874084204,124.25040724161143
2024-05-08 14:09:00,38.33485,38.757246579980716,101.10186052633756,87.45688003066309,37.90351628407419,98.87482612837715,112.54311996933691
2024-05-08 14:09:03,38.330675,38.61819019480139,100.75009165583803,75.50433193942244,37.974345931517924,99.0703814412815,124.49566806057756
2024-05-08 14:09:06,38.309799999999996,38.60229341380454,100.76349501643062,76.75200745154365,37.9544804868847,99.07251013287645,123.24799254845635
2024-05-08 14:09:09,38.305625,38.598403740035295,100.76432309885375,77.01982646744645,37.95652591366715,99.08864798229281,122.98017353255355
2024-05-08 14:09:12,38.27222499999999,38.572514079262206,100.78461359187298,80.20162408393456,37.91552943786374,99.06800411489989,119.79837591606544
2024-05-08 14:09:15,38.263875,38.55903234756076,100.77137338432335,77.68174734468772,37.926576728039905,99.11849421429457,122.31825265531228
2024-05-08 14:09:18,38.280575,38.63983140091262,100.93848224827506,85.91930548548383,37.872544234107906,98.93410491902983,114.08069451451617
2024-05-08 14:09:22,38.2931,38.67552852809719,100.99868782652015,83.81375682308506,37.888246595256206,98.94275103153363,116.18624317691494
